2019;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Plus de 65 ans;6;0
2020;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >= 20 ans et < 25 ans;5;9
2020;AGENTS SPECIALISE DES ECOLES MATERNELLES;Age >= 20 ans et < 25 ans;30;1
2020;ADJOINTS TECHNIQUES;Age >=25 ans et < 30 ans;32;261
2020;EDUCATEURS DE JEUNES ENFANTS VILLE DE PARIS;Age >=35 ans et < 40 ans;102;3
2020;ADJOINT D'ANIMATION CONTRACTUEL;Age >=40 ans et < 45 ans;109;18
2020;ATTACHES D'ADMINISTRATIONS PARISIENNES;Age >=45 ans et < 50 ans;187;93
2020;INSPECTEURS DU SERVICE DE SECURITE;Age >=60 ans et < 65 ans;2;79
2021;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age < 20 ans;4;0
2021;INGENIEUR ET ARCHITECTE ADMINISTRATIONS PAR.;Age < 20 ans;2;1
2021;ADJOINTS TECHNIQUES;Age >= 20 ans et < 25 ans;14;112
2021;AGENTS TECHNIQUES DES ECOLES;Age >= 20 ans et < 25 ans;2;3
2021;AUXILIAIRES DE PUERICULTURE ET DE SOINS;Age >=30 ans et < 35 ans;738;6
2021;ADJOINTS ADMINISTRATIFS;Age >=30 ans et < 35 ans;113;38
2021;EDUCATEURS DE JEUNES ENFANTS VILLE DE PARIS;Age >=45 ans et < 50 ans;171;5
2021;INGENIEUR ET ARCHITECTE ADMINISTRATIONS PAR.;Age >=45 ans et < 50 ans;59;93
2022;ATTACHES D'ADMINISTRATIONS PARISIENNES;Age >=35 ans et < 40 ans;112;48
2022;ADJOINT D'ANIMATION CONTRACTUEL;Age >=50 ans et < 55 ans;166;22
2013;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=50 ans et < 55 ans;244;5
2016;ATTACHÉS D'ADMINISTRATIONS PARISIENNES;Age >=45 ans et < 50 ans;81;66
2017;ADJOINTS TECHNIQUES D'ADMINISTRATIONS PARISIENNES;Age < 20 ans;1;0
2018;AGENT DE SURVEILLANCE DE PARIS;Age >=55 ans et < 60 ans;108;93
2016;ADJOINTS ADMINISTRATIFS D'ADMINISTRATIONS PARISIENNES;Age >=60 ans et < 65 ans;288;61
2016;AGENTS SPÉCIALISÉS DES ÉCOLES MATERNELLES;Age >= 20 ans et < 25 ans;34;0
2017;ADJOINTS ADMINISTRATIFS D'ADMINISTRATIONS PARISIENNES;Age >=30 ans et < 35 ans;119;30
2017;ÉDUCATEURS DE JEUNES ENFANTS;Age >=50 ans et < 55 ans;182;0
2013;ATTACHÉS D'ADMINISTRATIONS PARISIENNES;Age >= 20 ans et < 25 ans;;1
2016;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=55 ans et < 60 ans;285;69
2013;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=40 ans et < 45 ans;235;7
2013;ATTACHÉS D'ADMINISTRATIONS PARISIENNES;Age >=40 ans et < 45 ans;91;56
2016;ATTACHÉS D'ADMINISTRATIONS PARISIENNES;Age >=55 ans et < 60 ans;116;62
2017;ÉDUCATEURS DE JEUNES ENFANTS;Age >= 65 ans;1;0
2015;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=30 ans et < 35 ans;181;14
2015;AUXILIAIRES DE PUÉRICULTURE ET DE SOINS;Age >=60 ans et < 65 ans;129;0
2015;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age < 20 ans;2;3
2015;AGENTS DE LOGISTIQUE GÉNÉRALE;Age >=25 ans et < 30 ans;2;10
2013;AGENTS DE SERVICE DES ÉCOLES MATERNELLES;Age >=50 ans et < 55 ans;366;1
2018;SECRÉTAIRES ADMINISTRATIFS D'ADMINISTRATIONS PARISIENNES;Age >=55 ans et < 60 ans;310;106
2015;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=35 ans et < 40 ans;268;132
2014;AGENTS DE LOGISTIQUE GÉNÉRALE;Age >= 65 ans;6;6
2015;ASSISTANTS SOCIO-ÉDUCATIFS;Age >=40 ans et < 45 ans;99;9
2016;AUXILIAIRES DE PUÉRICULTURE ET DE SOINS;Age >= 65 ans;2;0
2015;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=45 ans et < 50 ans;371;116
2017;AGENTS DE LOGISTIQUE GÉNÉRALE D'ADMINISTRATIONS PARISIENNES;Age >=25 ans et < 30 ans;2;6
2017;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >= 20 ans et < 25 ans;53;51
2017;AGENTS TECHNIQUES DES ÉCOLES;Age >=35 ans et < 40 ans;188;20
2013;ADJOINTS ADMINISTRATIFS D'ADMINISTRATIONS PARISIENNES;Age >=30 ans et < 35 ans;189;68
2015;ADJOINTS TECHNIQUES;Age >= 20 ans et < 25 ans;8;80
2013;AGENTS D'ACCUEIL ET DE SURVEILLANCE;Age >=30 ans et < 35 ans;37;71
2013;AGENTS TECHNIQUES DES ÉCOLES;Age >=25 ans et < 30 ans;67;12
2013;ÉBOUEURS;Age >=45 ans et < 50 ans;39;855
2014;ADJOINTS TECHNIQUES;Age >=60 ans et < 65 ans;26;386
2014;AGENTS SPÉCIALISÉS DES ÉCOLES MATERNELLES;Age >=60 ans et < 65 ans;99;2
2016;ADJOINTS ADMINISTRATIFS D'ADMINISTRATIONS PARISIENNES;Age >=55 ans et < 60 ans;638;130
2013;ADJOINTS ADMINISTRATIFS D'ADMINISTRATIONS PARISIENNES;Age >=35 ans et < 40 ans;295;116
2014;AGENTS DE LOGISTIQUE GÉNÉRALE;Age >=50 ans et < 55 ans;107;131
2015;ADJOINTS TECHNIQUES;Age >=55 ans et < 60 ans;51;780
2017;AGENTS TECHNIQUES DES ÉCOLES;Age >=60 ans et < 65 ans;334;28
2018;AGENTS TECHNIQUES DES ÉCOLES;Age >=45 ans et < 50 ans;436;33
2015;ADJOINTS ADMINISTRATIFS D'ADMINISTRATIONS PARISIENNES;Age >=35 ans et < 40 ans;245;98
2016;ÉDUCATEURS DE JEUNES ENFANTS;Age >=30 ans et < 35 ans;102;0
2017;TECHNICIENS SUPÉRIEURS;Age >= 20 ans et < 25 ans;6;4
2016;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=60 ans et < 65 ans;64;1
2013;ADJOINTS TECHNIQUES;Age >=60 ans et < 65 ans;22;317
2018;ÉBOUEURS;Age >=60 ans et < 65 ans;1;206
2018;SECRÉTAIRES ADMINISTRATIFS D'ADMINISTRATIONS PARISIENNES;Age >=60 ans et < 65 ans;186;77
2013;AGENTS DE LOGISTIQUE GÉNÉRALE;Age >= 65 ans;6;4
2015;AGENTS TECHNIQUES DES ÉCOLES;Age >= 20 ans et < 25 ans;29;3
2018;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=25 ans et < 30 ans;210;155
2014;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=55 ans et < 60 ans;233;54
2018;AGENTS SPÉCIALISÉS DES ÉCOLES MATERNELLES;Age >= 65 ans;15;1
2019;TECHNICIENS SUPERIEURS ADMINIS. PARISIENNES;Age >=30 ans et < 35 ans;33;45
2019;AGENT DE SURVEILLANCE DE PARIS;Age >=40 ans et < 45 ans;103;55
2019;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=45 ans et < 50 ans;200;77
2019;SECRETAIRES ADMINISTRATIFS ADMIST.PARIS.;Age >=45 ans et < 50 ans;228;110
2019;ADJOINTS ADMINISTRATIFS;Age >=50 ans et < 55 ans;670;176
2019;AGENT DE LOGISTIQUE GENERALE;Age >=55 ans et < 60 ans;140;131
2019;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=60 ans et < 65 ans;107;42
2019;ATTACHES D'ADMINISTRATIONS PARISIENNES;Plus de 65 ans;13;8
2019;EDUCATEURS DE JEUNES ENFANTS VILLE DE PARIS;Plus de 65 ans;4;0
2020;ADJOINTS ADMINISTRATIFS;Age < 20 ans;0;1
2020;AGENTS TECHNIQUES DES ECOLES;Age < 20 ans;3;1
2020;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=35 ans et < 40 ans;168;130
2020;AGENTS SPECIALISE DES ECOLES MATERNELLES;Age >=35 ans et < 40 ans;199;0
2020;INSPECTEURS DU SERVICE DE SECURITE;Age >=35 ans et < 40 ans;13;76
2020;ADJOINTS TECHNIQUES;Age >=40 ans et < 45 ans;88;557
2020;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=50 ans et < 55 ans;202;65
2020;AGENTS TECHNIQUES DES ECOLES;Age >=55 ans et < 60 ans;534;56
2020;AGENT DE SURVEILLANCE DE PARIS;Age >=55 ans et < 60 ans;112;104
2020;AGENTS SPECIALISE DES ECOLES MATERNELLES;Age >=60 ans et < 65 ans;196;0
2020;INGENIEUR ET ARCHITECTE ADMINISTRATIONS PAR.;Age >=60 ans et < 65 ans;39;42
2020;INSPECTEURS DU SERVICE DE SECURITE;Plus de 65 ans;1;10
2021;AUXILIAIRES DE PUERICULTURE ET DE SOINS;Age >=25 ans et < 30 ans;567;3
2021;ADJOINTS TECHNIQUES;Age >=30 ans et < 35 ans;59;394
2021;AGENTS SPECIALISE DES ECOLES MATERNELLES;Age >=30 ans et < 35 ans;125;1
2021;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=30 ans et < 35 ans;183;11
2021;ADJOINTS TECHNIQUES;Age >=50 ans et < 55 ans;166;800
2021;AUXILIAIRES DE PUERICULTURE ET DE SOINS;Age >=55 ans et < 60 ans;430;0
2021;AGENTS TECHNIQUES DES ECOLES;Age >=60 ans et < 65 ans;400;36
2022;EDUCATEURS DE JEUNES ENFANTS VILLE DE PARIS;Age >= 20 ans et < 25 ans;19;0
2022;AGENTS SPECIALISE DES ECOLES MATERNELLES;Age >=30 ans et < 35 ans;123;1
2022;EBOUEURS;Age >=35 ans et < 40 ans;35;624
2022;SECRETAIRES ADMINISTRATIFS ADMIST.PARIS.;Age >=50 ans et < 55 ans;275;118
2022;ADJOINT D'ANIMATION CONTRACTUEL;Age >=60 ans et < 65 ans;99;14
2022;AGENTS TECHNIQUES DES ECOLES;Age >=65 ans;75;7
2022;PERSONNELS DE MAITRISE  ADM. PARISIENNES;Age >=65 ans;1;6
2014;ATTACHÉS D'ADMINISTRATIONS PARISIENNES;Age >=35 ans et < 40 ans;89;57
2017;ATTACHÉS D'ADMINISTRATIONS PARISIENNES;Age >=40 ans et < 45 ans;121;83
2014;ÉDUCATEURS DE JEUNES ENFANTS;Age >=55 ans et < 60 ans;123;2
2016;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >= 20 ans et < 25 ans;89;71
2017;AGENTS TECHNIQUES DES ÉCOLES;Age >= 20 ans et < 25 ans;16;3
2018;AGENT DE SURVEILLANCE DE PARIS;Age >=50 ans et < 55 ans;145;109
2013;AGENTS TECHNIQUES DES ÉCOLES;Age >=60 ans et < 65 ans;241;19
2014;SECRÉTAIRES ADMINISTRATIFS;Age >=50 ans et < 55 ans;270;107
2017;AGENTS SPÉCIALISÉS DES ÉCOLES MATERNELLES;Age >=40 ans et < 45 ans;312;5
2015;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=25 ans et < 30 ans;157;6
2017;TECHNICIENS SUPÉRIEURS;Age >=30 ans et < 35 ans;27;36
2013;AGENTS DE LOGISTIQUE GÉNÉRALE;Age >=30 ans et < 35 ans;6;30
2013;ÉBOUEURS;Age >=50 ans et < 55 ans;10;768
2014;AGENTS SPÉCIALISÉS DES ÉCOLES MATERNELLES;Age >=45 ans et < 50 ans;365;3
2015;ÉBOUEURS;Age >=45 ans et < 50 ans;39;808
2018;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=55 ans et < 60 ans;224;8
2013;SECRÉTAIRES ADMINISTRATIFS;Age >=25 ans et < 30 ans;24;16
2015;ADJOINTS ADMINISTRATIFS D'ADMINISTRATIONS PARISIENNES;Age >=25 ans et < 30 ans;44;15
2016;ATTACHÉS D'ADMINISTRATIONS PARISIENNES;Age >= 20 ans et < 25 ans;4;3
2017;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=60 ans et < 65 ans;181;45
2016;ADJOINTS ADMINISTRATIFS D'ADMINISTRATIONS PARISIENNES;Age >= 65 ans;10;5
2013;AUXILIAIRES DE PUÉRICULTURE ET DE SOINS;Age >=40 ans et < 45 ans;636;3
2015;SECRÉTAIRES ADMINISTRATIFS;Age >=25 ans et < 30 ans;25;11
2016;ADJOINTS ADMINISTRATIFS D'ADMINISTRATIONS PARISIENNES;Age >=50 ans et < 55 ans;628;160
2017;ATTACHÉS D'ADMINISTRATIONS PARISIENNES;Age >= 65 ans;8;8
2014;ADJOINTS ADMINISTRATIFS D'ADMINISTRATIONS PARISIENNES;Age >=50 ans et < 55 ans;669;155
2016;AUXILIAIRES DE PUÉRICULTURE ET DE SOINS;Age >=55 ans et < 60 ans;416;2
2014;ADJOINTS TECHNIQUES;Age >=45 ans et < 50 ans;63;750
2016;AGENTS D'ACCUEIL ET DE SURVEILLANCE;Age >= 20 ans et < 25 ans;6;4
2016;SECRÉTAIRES ADMINISTRATIFS;Age >=40 ans et < 45 ans;166;93
2017;PERSONNELS DE MAITRISE;Age >=40 ans et < 45 ans;18;122
2016;AGENTS SPÉCIALISÉS DES ÉCOLES MATERNELLES;Age < 20 ans;3;0
2016;ATTACHÉS D'ADMINISTRATIONS PARISIENNES;Age >=40 ans et < 45 ans;109;65
2013;PERSONNELS DE MAITRISE;Age >=45 ans et < 50 ans;18;207
2015;ÉBOUEURS;Age >=30 ans et < 35 ans;42;568
2016;AGENTS SPÉCIALISÉS DES ÉCOLES MATERNELLES;Age >= 65 ans;7;0
2015;AGENTS TECHNIQUES DES ÉCOLES;Age >=30 ans et < 35 ans;137;15
2015;PERSONNELS DE MAITRISE;Age >=55 ans et < 60 ans;6;232
2016;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >= 65 ans;15;4
2015;AUXILIAIRES DE PUÉRICULTURE ET DE SOINS;Age >=45 ans et < 50 ans;573;2
2014;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=25 ans et < 30 ans;207;134
2017;AUXILIAIRES DE PUÉRICULTURE ET DE SOINS;Age >=25 ans et < 30 ans;821;7
2019;ADJOINTS TECHNIQUES;Age < 20 ans;0;1
2019;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=25 ans et < 30 ans;88;7
2019;ADJOINT D'ANIMATION CONTRACTUEL;Age >=30 ans et < 35 ans;72;37
2019;ADJOINTS ADMINISTRATIFS;Age >=40 ans et < 45 ans;369;124
2019;SECRETAIRES ADMINISTRATIFS ADMIST.PARIS.;Age >=55 ans et < 60 ans;313;104
2019;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=60 ans et < 65 ans;93;0
2020;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=45 ans et < 50 ans;183;73
2020;AUXILIAIRES DE PUERICULTURE ET DE SOINS;Age >=50 ans et < 55 ans;529;1
2020;ADJOINT D'ANIMATION CONTRACTUEL;Age >=50 ans et < 55 ans;165;29
2020;ADJOINTS TECHNIQUES;Age >=55 ans et < 60 ans;183;759
2020;SECRETAIRES ADMINISTRATIFS ADMIST.PARIS.;Age >=55 ans et < 60 ans;284;102
2020;EDUCATEURS DE JEUNES ENFANTS VILLE DE PARIS;Age >=55 ans et < 60 ans;162;2
2020;ATTACHES D'ADMINISTRATIONS PARISIENNES;Plus de 65 ans;13;8
2021;TECHNICIENS SUPERIEURS ADMINIS. PARISIENNES;Age >=25 ans et < 30 ans;35;32
2021;SECRETAIRES ADMINISTRATIFS ADMIST.PARIS.;Age >=30 ans et < 35 ans;44;18
2021;TECHNICIENS SUPERIEURS ADMINIS. PARISIENNES;Age >=35 ans et < 40 ans;37;55
2021;ADJOINT D'ANIMATION CONTRACTUEL;Age >=45 ans et < 50 ans;134;22
2021;EDUCATEURS DE JEUNES ENFANTS VILLE DE PARIS;Age >=50 ans et < 55 ans;177;9
2021;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Plus de 65 ans;8;0
2022;ADJOINTS TECHNIQUES;Age >=40 ans et < 45 ans;112;549
2022;ADJOINTS TECHNIQUES;Age >=45 ans et < 50 ans;129;678
2022;PERSONNELS DE MAITRISE  ADM. PARISIENNES;Age >=60 ans et < 65 ans;5;87
2013;ASSISTANTS SOCIO-ÉDUCATIFS;Age >=55 ans et < 60 ans;106;6
2013;PERSONNELS DE MAITRISE;Age >= 20 ans et < 25 ans;;1
2014;AGENTS SPÉCIALISÉS DES ÉCOLES MATERNELLES;Age >=25 ans et < 30 ans;74;1
2016;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=40 ans et < 45 ans;235;13
2017;PERSONNELS DE MAITRISE;Age >=30 ans et < 35 ans;3;44
2014;PERSONNELS DE MAITRISE;Age >= 65 ans;0;1
2015;SECRÉTAIRES ADMINISTRATIFS;Age >=40 ans et < 45 ans;179;104
2018;SECRÉTAIRES ADMINISTRATIFS D'ADMINISTRATIONS PARISIENNES;Age >=35 ans et < 40 ans;90;56
2017;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=45 ans et < 50 ans;232;17
2017;SECRÉTAIRES ADMINISTRATIFS;Age >=60 ans et < 65 ans;183;72
2018;AGENTS TECHNIQUES DES ÉCOLES;Age >=55 ans et < 60 ans;509;59
2018;ÉBOUEURS;Age >=30 ans et < 35 ans;45;540
2014;AGENTS DE LOGISTIQUE GÉNÉRALE;Age >=40 ans et < 45 ans;40;61
2016;AGENTS D'ACCUEIL ET DE SURVEILLANCE;Age >=35 ans et < 40 ans;32;86
2017;AGENTS TECHNIQUES DES ÉCOLES;Age >=40 ans et < 45 ans;311;22
2015;AGENTS TECHNIQUES DES ÉCOLES;Age >=35 ans et < 40 ans;221;14
2015;PERSONNELS DE MAITRISE;Age >=45 ans et < 50 ans;20;183
2013;ÉDUCATEURS DE JEUNES ENFANTS;Age >=25 ans et < 30 ans;116;1
2018;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=25 ans et < 30 ans;101;8
2013;ADJOINTS TECHNIQUES;Age >=45 ans et < 50 ans;65;799
2013;ASSISTANTS SOCIO-ÉDUCATIFS;Age >=60 ans et < 65 ans;41;8
2016;ADJOINTS ADMINISTRATIFS D'ADMINISTRATIONS PARISIENNES;Age >=30 ans et < 35 ans;135;39
2017;AGENTS TECHNIQUES DES ÉCOLES;Age >=25 ans et < 30 ans;47;10
2013;SECRÉTAIRES ADMINISTRATIFS;Age >=55 ans et < 60 ans;299;111
2016;SECRÉTAIRES ADMINISTRATIFS;Age >= 20 ans et < 25 ans;1;1
2014;AGENTS DE LOGISTIQUE GÉNÉRALE;Age >=60 ans et < 65 ans;62;60
2015;ADJOINTS ADMINISTRATIFS D'ADMINISTRATIONS PARISIENNES;Age >=50 ans et < 55 ans;653;159
2016;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=25 ans et < 30 ans;136;5
2018;ATTACHÉS D'ADMINISTRATIONS PARISIENNES;Age >=40 ans et < 45 ans;146;85
2013;ÉBOUEURS;Age >= 20 ans et < 25 ans;5;89
2013;PERSONNELS DE MAITRISE;Age >= 65 ans;;1
2014;AGENTS TECHNIQUES DES ÉCOLES;Age >=25 ans et < 30 ans;49;9
2017;ÉBOUEURS;Age >= 20 ans et < 25 ans;10;92
2018;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >= 20 ans et < 25 ans;5;17
2018;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=40 ans et < 45 ans;255;109
2018;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=50 ans et < 55 ans;253;13
2015;AGENTS SPÉCIALISÉS DES ÉCOLES MATERNELLES;Age >=25 ans et < 30 ans;91;1
2014;AGENTS TECHNIQUES DES ÉCOLES;Age >=60 ans et < 65 ans;280;25
2014;ASSISTANTS SOCIO-ÉDUCATIFS;Age >=45 ans et < 50 ans;89;15
2015;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >= 65 ans;5;3
2018;ÉDUCATEURS DE JEUNES ENFANTS;Age >=30 ans et < 35 ans;104;1
2018;PERSONNELS DE MAITRISE D'ADMINISTRATIONS PARISIENNES;Age >=55 ans et < 60 ans;8;203
2015;AGENTS DE LOGISTIQUE GÉNÉRALE;Age >=30 ans et < 35 ans;5;26
2017;AGENTS DE LOGISTIQUE GÉNÉRALE D'ADMINISTRATIONS PARISIENNES;Age >=30 ans et < 35 ans;2;13
2019;EBOUEURS;Age < 20 ans;0;10
2019;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age < 20 ans;4;1
2019;SECRETAIRES ADMINISTRATIFS ADMIST.PARIS.;Age >=35 ans et < 40 ans;90;47
2019;AGENTS TECHNIQUES DES ECOLES;Age >=40 ans et < 45 ans;280;19
2019;ATTACHES D'ADMINISTRATIONS PARISIENNES;Age >=40 ans et < 45 ans;145;83
2019;ADJOINT D'ANIMATION CONTRACTUEL;Age >=45 ans et < 50 ans;168;28
2019;TECHNICIENS SUPERIEURS ADMINIS. PARISIENNES;Age >=60 ans et < 65 ans;25;53
2019;AUXILIAIRES DE PUERICULTURE ET DE SOINS;Plus de 65 ans;11;0
2020;ADJOINTS TECHNIQUES;Age >= 20 ans et < 25 ans;11;111
2020;AGENTS TECHNIQUES DES ECOLES;Age >= 20 ans et < 25 ans;12;4
2020;INGENIEUR ET ARCHITECTE ADMINISTRATIONS PAR.;Age >= 20 ans et < 25 ans;27;39
2020;SECRETAIRES ADMINISTRATIFS ADMIST.PARIS.;Age >=35 ans et < 40 ans;80;50
2020;ATTACHES D'ADMINISTRATIONS PARISIENNES;Age >=40 ans et < 45 ans;151;99
2020;EDUCATEURS DE JEUNES ENFANTS VILLE DE PARIS;Age >=40 ans et < 45 ans;133;3
2020;INSPECTEURS DU SERVICE DE SECURITE;Age >=45 ans et < 50 ans;22;169
2020;EBOUEURS;Age >=55 ans et < 60 ans;24;662
2020;AUXILIAIRES DE PUERICULTURE ET DE SOINS;Age >=55 ans et < 60 ans;449;0
2020;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Plus de 65 ans;22;6
2021;ADJOINT D'ANIMATION CONTRACTUEL;Age >= 20 ans et < 25 ans;2;0
2021;PERSONNELS DE MAITRISE  ADM. PARISIENNES;Age >= 20 ans et < 25 ans;1;3
2021;ADJOINTS TECHNIQUES;Age >=25 ans et < 30 ans;37;259
2021;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=25 ans et < 30 ans;106;10
2021;ADJOINT D'ANIMATION CONTRACTUEL;Age >=25 ans et < 30 ans;27;22
2021;TECHNICIENS SUPERIEURS ADMINIS. PARISIENNES;Age >=40 ans et < 45 ans;56;94
2021;TECHNICIENS SUPERIEURS ADMINIS. PARISIENNES;Age >=60 ans et < 65 ans;28;71
2021;ADJOINTS TECHNIQUES;Plus de 65 ans;31;83
2022;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=25 ans et < 30 ans;115;13
2022;EDUCATEURS DE JEUNES ENFANTS VILLE DE PARIS;Age >=25 ans et < 30 ans;32;0
2022;TECHNICIENS SUPERIEURS ADMINIS. PARISIENNES;Age >=35 ans et < 40 ans;40;55
2022;EBOUEURS;Age >=40 ans et < 45 ans;46;678
2022;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=45 ans et < 50 ans;167;79
2022;ATTACHES D'ADMINISTRATIONS PARISIENNES;Age >=45 ans et < 50 ans;184;102
2022;AGENTS TECHNIQUES DES ECOLES;Age >=55 ans et < 60 ans;538;52
2022;EBOUEURS;Age >=55 ans et < 60 ans;32;680
2022;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=65 ans;12;0
2015;ATTACHÉS D'ADMINISTRATIONS PARISIENNES;Age >=40 ans et < 45 ans;106;65
2016;AGENTS TECHNIQUES DES ÉCOLES;Age >=35 ans et < 40 ans;200;17
2013;AUXILIAIRES DE PUÉRICULTURE ET DE SOINS;Age >=45 ans et < 50 ans;568;1
2015;ADJOINTS TECHNIQUES;Age >= 65 ans;2;6
2014;ADJOINTS TECHNIQUES;Age >=25 ans et < 30 ans;44;314
2015;ASSISTANTS SOCIO-ÉDUCATIFS;Age >= 65 ans;1;0
2016;AGENTS D'ACCUEIL ET DE SURVEILLANCE;Age >=50 ans et < 55 ans;47;139
2014;AGENTS SPÉCIALISÉS DES ÉCOLES MATERNELLES;Age >= 20 ans et < 25 ans;58;0
2013;AGENTS D'ACCUEIL ET DE SURVEILLANCE;Age >=55 ans et < 60 ans;56;112
2013;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=30 ans et < 35 ans;184;5
2013;ÉDUCATEURS DE JEUNES ENFANTS;Age >=60 ans et < 65 ans;25;1
2015;ADJOINTS ADMINISTRATIFS D'ADMINISTRATIONS PARISIENNES;Age >=40 ans et < 45 ans;405;147
2015;AUXILIAIRES DE PUÉRICULTURE ET DE SOINS;Age >= 20 ans et < 25 ans;305;1
2017;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=50 ans et < 55 ans;365;94
2017;ADJOINTS ADMINISTRATIFS D'ADMINISTRATIONS PARISIENNES;Age >= 20 ans et < 25 ans;1;0
2015;AUXILIAIRES DE PUÉRICULTURE ET DE SOINS;Age < 20 ans;1;0
2014;AGENTS DE LOGISTIQUE GÉNÉRALE;Age >=30 ans et < 35 ans;5;30
2015;PERSONNELS DE MAITRISE;Age >=25 ans et < 30 ans;1;19
2018;AGENTS SPÉCIALISÉS DES ÉCOLES MATERNELLES;Age < 20 ans;2;
2014;AGENTS D'ACCUEIL ET DE SURVEILLANCE;Age >= 20 ans et < 25 ans;1;0
2016;ADJOINTS ADMINISTRATIFS D'ADMINISTRATIONS PARISIENNES;Age >= 20 ans et < 25 ans;6;4
2014;ADJOINTS ADMINISTRATIFS D'ADMINISTRATIONS PARISIENNES;Age >=55 ans et < 60 ans;596;110
2015;ÉBOUEURS;Age >=60 ans et < 65 ans;0;131
2017;AGENTS D'ACCUEIL ET DE SURVEILLANCE;Age >=25 ans et < 30 ans;6;16
2013;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=60 ans et < 65 ans;34;
2016;SECRÉTAIRES ADMINISTRATIFS;Age >=45 ans et < 50 ans;183;111
2017;ATTACHÉS D'ADMINISTRATIONS PARISIENNES;Age >=55 ans et < 60 ans;139;67
2015;AGENTS D'ACCUEIL ET DE SURVEILLANCE;Age >=60 ans et < 65 ans;35;73
2016;AGENTS TECHNIQUES DE LA PETITE ENFANCE;Age >=35 ans et < 40 ans;197;7
2013;ADJOINTS TECHNIQUES;Age >= 20 ans et < 25 ans;10;105
2013;AGENTS DE SERVICE DES ÉCOLES MATERNELLES;Age < 20 ans;7;
2014;ADJOINTS TECHNIQUES;Age >=35 ans et < 40 ans;49;494
2014;ÉDUCATEURS DE JEUNES ENFANTS;Age >=50 ans et < 55 ans;153;4
2017;ÉBOUEURS;Age >=35 ans et < 40 ans;52;639
2014;ADJOINTS D'ANIMATION ET D'ACTION SPORTIVE;Age >=50 ans et < 55 ans;279;66
2016;AGENTS DE LOGISTIQUE GÉNÉRALE;Age >=60 ans et < 65 ans;80;62
2014;ÉBOUEURS;Age >=25 ans et < 30 ans;22;355
2013;ASSISTANTS SOCIO-ÉDUCATIFS;Age >= 65 ans;1;
2013;ATTACHÉS D'ADMINISTRATIONS PARISIENNES;Age >= 65 ans;2;2
2015;AGENTS D'ACCUEIL ET DE SURVEILLANCE;Age >=50 ans et < 55 ans;55;137
2015;SECRÉTAIRES ADMINISTRATIFS;Age >=50 ans et < 55 ans;254;101
